Søvn tider
2023-01-01 23:45:00,Night
2023-01-02 06:00:00,Morning
2023-01-02 23:30:00,Night
2023-01-03 05:45:00,Morning
2023-01-03 23:00:00,Night
2023-01-04 07:15:00,Morning
2023-01-04 22:15:00,Night
2023-01-05 07:00:00,Morning
2023-01-05 22:45:00,Night
2023-01-06 07:30:00,Morning
2023-01-06 22:30:00,Night
2023-01-07 07:15:00,Morning
2023-01-07 23:00:00,Night
2023-01-08 07:00:00,Morning
2023-01-08 22:45:00,Night
2023-01-09 07:30:00,Morning
2023-01-09 23:30:00,Night
2023-01-10 06:15:00,Morning
2023-01-10 23:00:00,Night
2023-01-11 05:20:00,Morning
2023-01-11 22:45:00,Night
2023-01-12 05:32:00,Morning
2023-01-12 23:30:00,Night
2023-01-13 06:15:00,Morning
2023-01-13 23:00:00,Night
2023-01-14 07:00:00,Morning
2023-01-14 23:40:00,Night
2023-01-15 05:30:00,Morning
2023-01-15 23:30:00,Night
2023-01-16 06:15:00,Morning
2023-01-16 23:00:00,Night
2023-01-17 05:00:00,Morning
2023-01-17 23:45:00,Night
2023-01-18 06:30:00,Morning
2023-01-18 23:30:00,Night
2023-01-19 05:15:00,Morning
2023-01-19 23:47:00,Night
2023-01-20 06:00:00,Morning
2023-01-20 23:45:00,Night
2023-01-21 05:30:00,Morning
2023-01-21 23:30:00,Night
2023-01-22 04:15:00,Morning
2023-01-22 23:00:00,Night
2023-01-23 05:00:00,Morning
2023-01-23 23:45:00,Night
2023-01-24 05:30:00,Morning
2023-01-24 23:30:00,Night
2023-01-25 06:15:00,Morning
2023-01-25 23:52:00,Night
2023-01-26 06:00:00,Morning
2023-01-26 23:45:00,Night
2023-01-27 06:30:00,Morning
2023-01-27 22:30:00,Night
2023-01-28 07:15:00,Morning
2023-01-28 23:00:00,Night
2023-01-29 05:00:00,Morning
2023-01-29 22:45:00,Night
2023-01-30 05:30:00,Morning
2023-01-30 23:30:00,Night
2023-01-31 07:15:00,Morning
2023-02-01 23:00:00,Night
2023-02-02 07:00:00,Morning
2023-02-02 22:45:00,Night
2023-02-03 07:30:00,Morning
2023-02-03 22:30:00,Night
2023-02-04 07:15:00,Morning
2023-02-04 23:00:00,Night
2023-02-05 07:00:00,Morning
2023-02-05 22:45:00,Night
2023-02-06 07:30:00,Morning
2023-02-06 22:30:00,Night
2023-02-07 07:15:00,Morning
2023-02-07 23:00:00,Night
2023-02-08 07:00:00,Morning
2023-02-08 22:45:00,Night
2023-02-09 07:30:00,Morning
2023-02-09 22:30:00,Night
2023-02-10 07:15:00,Morning
2023-02-10 23:00:00,Night
2023-02-11 07:00:00,Morning
2023-02-11 22:45:00,Night
2023-02-12 07:30:00,Morning
2023-02-12 22:30:00,Night
2023-02-13 07:15:00,Morning
2023-02-13 23:00:00,Night
2023-02-14 07:00:00,Morning
2023-02-14 22:45:00,Night
2023-02-15 07:30:00,Morning
2023-02-15 22:30:00,Night
2023-02-16 07:15:00,Morning
2023-02-16 23:00:00,Night
2023-02-17 07:00:00,Morning
2023-02-17 22:45:00,Night
2023-02-18 07:30:00,Morning
2023-02-18 22:30:00,Night
2023-02-19 07:15:00,Morning
2023-02-19 23:00:00,Night
2023-02-20 07:00:00,Morning
2023-02-20 22:45:00,Night
2023-02-21 07:30:00,Morning
2023-02-21 22:30:00,Night
2023-02-22 07:15:00,Morning
2023-02-22 23:00:00,Night
2023-02-23 09:00:00,Morning
2023-03-01 22:45:00,Night
2023-03-02 08:30:00,Morning
2023-03-02 21:30:00,Night
2023-03-03 09:15:00,Morning
2023-03-03 22:00:00,Night
2023-03-04 09:00:00,Morning
2023-03-04 21:45:00,Night
2023-03-05 07:30:00,Morning
2023-03-05 22:30:00,Night
2023-03-06 07:15:00,Morning
2023-03-06 23:00:00,Night
2023-03-07 07:00:00,Morning
2023-03-07 21:45:00,Night
2023-03-08 09:30:00,Morning
2023-03-08 21:30:00,Night
2023-03-09 09:15:00,Morning
2023-03-09 22:00:00,Night
2023-03-10 09:00:00,Morning
2023-03-10 22:45:00,Night
2023-03-11 09:30:00,Morning
2023-03-11 23:30:00,Night
2023-03-12 09:15:00,Morning
2023-03-12 21:00:00,Night
2023-03-13 08:30:00,Morning
2023-03-13 22:45:00,Night
2023-03-14 09:30:00,Morning
2023-03-14 22:30:00,Night
2023-03-15 09:15:00,Morning
2023-03-15 23:00:00,Night
2023-03-16 09:00:00,Morning
2023-03-16 22:45:00,Night
2023-03-17 09:30:00,Morning
2023-03-17 22:30:00,Night
2023-03-18 09:15:00,Morning
2023-03-18 23:00:00,Night
2023-03-19 09:00:00,Morning
2023-03-19 22:45:00,Night
2023-03-20 09:30:00,Morning
2023-03-20 22:30:00,Night
2023-03-21 09:15:00,Morning
2023-03-21 23:00:00,Night
2023-03-22 07:00:00,Morning
2023-03-22 22:45:00,Night
2023-03-23 07:30:00,Morning
2023-03-23 22:30:00,Night
2023-03-24 07:15:00,Morning
2023-03-24 23:00:00,Night
2023-03-25 07:00:00,Morning
2023-03-25 22:45:00,Night
2023-03-26 07:30:00,Morning
2023-03-26 22:30:00,Night
2023-03-27 07:15:00,Morning
2023-03-27 23:00:00,Night
2023-03-28 07:00:00,Morning
2023-03-28 22:45:00,Night
2023-03-29 07:30:00,Morning
2023-03-29 22:30:00,Night
2023-03-30 07:15:00,Morning
2023-03-30 23:00:00,Night
2023-03-31 07:00:00,Morning
2023-04-01 22:45:00,Night
2023-04-02 05:30:00,Morning
2023-04-02 22:40:00,Night
2023-04-03 05:25:00,Morning
2023-04-03 22:50:00,Night
2023-04-04 05:40:00,Morning
2023-04-04 22:35:00,Night
2023-04-05 05:45:00,Morning
2023-04-05 22:30:00,Night
